categoria,marca,modelo_2025,modelo_2026,valor_2025,valor_2024,valor_2023
CAMIONETAS,RENAULT,NEW OROCH INTENS 1.3 CVT 4X2 TURBO,NEW OROCH INTENS 1.3 CVT 4X2 TURBO,"82,420","74,180","65,940"
CAMIONETAS,RENAULT,NEW OROCH INTENS 1.3 MT 4X4 TURBO,NEW OROCH INTENS 1.3 MT 4X4 TURBO,"76,640","68,980","61,310"
CAMIONETAS,RENAULT,NEW OROCH INTENS 1.3T CVT 4X2,NEW OROCH INTENS 1.3T CVT 4X2,"75,690","68,120","60,550"
CAMIONETAS,RENAULT,NEW OROCH INTENS 1.3T MT 4X4,NEW OROCH INTENS 1.3T MT 4X4,"75,880","68,290","60,700"
CAMIONETAS,RENAULT,NEW OROCH INTENS OUTSIDER 1.3 CVT 4X2,NEW OROCH INTENS OUTSIDER 1.3 CVT 4X2,"73,630","66,270","58,900"
CAMIONETAS,RENAULT,NEW OROCH INTENS OUTSIDER 1.3 CVT 4X2 TURBO,NEW OROCH INTENS OUTSIDER 1.3 CVT 4X2 TURBO,"76,080","68,470","60,860"
CAMIONETAS,RENAULT,NEW OROCH ZEN 1.6 MT 4X2,NEW OROCH ZEN 1.6 MT 4X2,"59,740","53,770","47,790"
CAMIONETAS,RENAULT,NEW STEPWAY INTENS 1.6 CVT 4X2,NEW STEPWAY INTENS 1.6 CVT 4X2,"57,190","51,470","45,750"
CAMIONETAS,RENAULT,NEW STEPWAY INTENS 1.6 MT 4X2,NEW STEPWAY INTENS 1.6 MT 4X2,"53,810","48,430","43,050"
CAMIONETAS,RENAULT,NEW STEPWAY ZEN 1.6 MT 4X2,NEW STEPWAY ZEN 1.6 MT 4X2,"47,830","43,050","38,260"
CAMIONETAS,RENAULT,OROCH,OROCH,"44,910","40,420","35,930"
CAMIONETAS,RENAULT,OROCH INTENS 2.0 MT 4X2 OUTSIDER,OROCH INTENS 2.0 MT 4X2 OUTSIDER,"61,750","55,580","49,400"
CAMIONETAS,RENAULT,OROCH INTENS 4X2 2.0,OROCH INTENS 4X2 2.0,"49,440","44,500","39,550"
CAMIONETAS,RENAULT,OROCH INTENS 4X2 2.0 6MT,OROCH INTENS 4X2 2.0 6MT,"42,890","38,600","34,310"
CAMIONETAS,RENAULT,OROCH INTENS 4X2 2.0 6MT ULC,OROCH INTENS 4X2 2.0 6MT ULC,"49,110","44,200","39,290"
CAMIONETAS,RENAULT,OROCH INTENS 4X2 2.0 6MT ULC GLPT,OROCH INTENS 4X2 2.0 6MT ULC GLPT,"68,290","61,460","54,630"
CAMIONETAS,RENAULT,OROCH INTENS 4X2 2.0 MT,OROCH INTENS 4X2 2.0 MT,"50,380","45,340","40,300"
CAMIONETAS,RENAULT,OROCH INTENS 4X4 2.0,OROCH INTENS 4X4 2.0,"58,900","53,010","47,120"
CAMIONETAS,RENAULT,OROCH INTENS 4X4 2.0 6MT ULC,OROCH INTENS 4X4 2.0 6MT ULC,"52,370","47,130","41,900"
CAMIONETAS,RENAULT,OROCH INTENS 4X4 2.0 6MT ULC GLPT,OROCH INTENS 4X4 2.0 6MT ULC GLPT,"71,650","64,490","57,320"
CAMIONETAS,RENAULT,OROCH INTENS 4X4 2.0 6MT ULC GNV,OROCH INTENS 4X4 2.0 6MT ULC GNV,"68,960","62,060","55,170"
CAMIONETAS,RENAULT,OROCH INTENSE 4X4,OROCH INTENSE 4X4,"57,270","51,540","45,820"
CAMIONETAS,RENAULT,OROCH ZEN 4X2 2.0,OROCH ZEN 4X2 2.0,"40,890","36,800","32,710"
CAMIONETAS,RENAULT,OROCH ZEN 4X2 2.0 6M,OROCH ZEN 4X2 2.0 6M,"42,540","38,290","34,030"
CAMIONETAS,RENAULT,OROCH ZEN 4X2 2.0 6MT,OROCH ZEN 4X2 2.0 6MT,"43,110","38,800","34,490"
CAMIONETAS,RENAULT,OROCH ZEN 4X2 MT 2.0 GLPT,OROCH ZEN 4X2 MT 2.0 GLPT,"53,810","48,430","43,050"
CAMIONETAS,RENAULT,OROCH ZEN 4X4 6MT ULC 2.0,OROCH ZEN 4X4 6MT ULC 2.0,"63,800","57,420","51,040"
CAMIONETAS,RENAULT,SCENIC PRIVILEGE 1.6,SCENIC PRIVILEGE 1.6,"72,350","65,120","57,880"
CAMIONETAS,RENAULT,SCENIC PRIVILEGE 1.6 MEC. 5P,SCENIC PRIVILEGE 1.6 MEC. 5P,"64,800","58,320","51,840"
CAMIONETAS,RENAULT,SCENIC PRIVILEGE 2.0,SCENIC PRIVILEGE 2.0,"74,170","66,750","59,340"
CAMIONETAS,RENAULT,SCENIC PRIVILEGE 2.0 AUT. 5P,SCENIC PRIVILEGE 2.0 AUT. 5P,"74,170","66,750","59,340"
CAMIONETAS,RENAULT,SCENIC PRIVILEGE 2.0 AUT. 5P FULL,SCENIC PRIVILEGE 2.0 AUT. 5P FULL,"72,680","65,410","58,140"
CAMIONETAS,RENAULT,STEPWAY,STEPWAY,"49,920","44,930","39,940"
CAMIONETAS,RENAULT,STEPWAY DYNAMIQUE 4X2 1.6 MT,STEPWAY DYNAMIQUE 4X2 1.6 MT,"59,230","53,310","47,380"
CAMIONETAS,RENAULT,STEPWAY EXPRESSION 1.6,STEPWAY EXPRESSION 1.6,"54,630","49,170","43,700"
CAMIONETAS,RENAULT,STEPWAY INTENS 1.6 CVT 4X2,STEPWAY INTENS 1.6 CVT 4X2,"51,700","46,530","41,360"
CAMIONETAS,RENAULT,STEPWAY INTENS 1.6 CVT 4X2 GLPT,STEPWAY INTENS 1.6 CVT 4X2 GLPT,"70,630","63,570","56,500"
CAMIONETAS,RENAULT,STEPWAY INTENS 1.6 MT 4X2 GLPT,STEPWAY INTENS 1.6 MT 4X2 GLPT,"62,220","56,000","49,780"
CAMIONETAS,RENAULT,STEPWAY INTENS 4X2 1.6 MT,STEPWAY INTENS 4X2 1.6 MT,"48,900","44,010","39,120"
CAMIONETAS,RENAULT,STEPWAY PRIVILEGE 4X2 1.6 MT,STEPWAY PRIVILEGE 4X2 1.6 MT,"58,900","53,010","47,120"
CAMIONETAS,RENAULT,STEPWAY R-700,STEPWAY R-700,"58,770","52,890","47,020"
CAMIONETAS,RENAULT,STEPWAY ZEN 4X2 1.6 MT,STEPWAY ZEN 4X2 1.6 MT,"43,780","39,400","35,020"
CAMIONETAS,RENAULT,OTROS MODELOS TRACCION SIMPLE,OTROS MODELOS TRACCION SIMPLE,"59,880","53,890","47,900"
CAMIONETAS,RENAULT,OTROS MODELOS TRACCION DOBLE,OTROS MODELOS TRACCION DOBLE,"75,270","67,740","60,220"
CAMIONETAS,RENAULT,OTROS MODELOS,OTROS MODELOS,"74,000","66,600","59,200"
CAMIONETAS,SAIC,SAC5020,SAC5020,"23,910","21,520","19,130"
CAMIONETAS,SAIC,OTROS MODELOS,OTROS MODELOS,"23,910","21,520","19,130"
CAMIONETAS,SAIC WULING,LQG5022XXYBF,LQG5022XXYBF,"29,480","26,530","23,580"
CAMIONETAS,SAIC WULING,LQG5026XXYLBAF,LQG5026XXYLBAF,"29,480","26,530","23,580"
CAMIONETAS,SAIC WULING,OTROS MODELOS,OTROS MODELOS,"29,480","26,530","23,580"
CAMIONETAS,SEAT,ALHAMBRA REFERENCE 1.8T,ALHAMBRA REFERENCE 1.8T,"117,540","105,790","94,030"
CAMIONETAS,SEAT,ALHAMBRA REFERENCE 1.9 TDI,ALHAMBRA REFERENCE 1.9 TDI,"120,820","108,740","96,660"
CAMIONETAS,SEAT,ALTEA XL,ALTEA XL,"85,130","76,620","68,100"
CAMIONETAS,SEAT,ARONA STYLE 1.6 CA6,ARONA STYLE 1.6 CA6,"62,310","56,080","49,850"
CAMIONETAS,SEAT,ARONA XCELLENCE 1.6 CA6,ARONA XCELLENCE 1.6 CA6,"67,270","60,540","53,820"
CAMIONETAS,SEAT,ARONA XCELLENCE PLUS 1.6 CA6,ARONA XCELLENCE PLUS 1.6 CA6,"82,420","74,180","65,940"
CAMIONETAS,SEAT,ARONA XPERIENCE 1.6 CA6,ARONA XPERIENCE 1.6 CA6,"82,420","74,180","65,940"
CAMIONETAS,SEAT,ATECA STYLE 1.4 A6T 4WD,ATECA STYLE 1.4 A6T 4WD,"84,700","76,230","67,760"
CAMIONETAS,SEAT,ATECA STYLE 1.4 TSI CA8,ATECA STYLE 1.4 TSI CA8,"97,560","87,800","78,050"
CAMIONETAS,SEAT,ATECA XCELLENCE 1.4 4WD A6,ATECA XCELLENCE 1.4 4WD A6,"84,150","75,740","67,320"
CAMIONETAS,SEAT,ATECA XCELLENCE 1.4 4WD A6T,ATECA XCELLENCE 1.4 4WD A6T,"84,150","75,740","67,320"
CAMIONETAS,SEAT,ATECA XCELLENCE 1.6 A6T 4WD,ATECA XCELLENCE 1.6 A6T 4WD,"71,380","64,240","57,100"
CAMIONETAS,SEAT,ATECA XPERIENCE 1.4 TSI CA8,ATECA XPERIENCE 1.4 TSI CA8,"83,570","75,210","66,860"
CAMIONETAS,SEAT,TARRACO STYLE 1.4TSI DSG CA6,TARRACO STYLE 1.4TSI DSG CA6,"134,580","121,120","107,660"
CAMIONETAS,SEAT,OTROS MODELOS TRACCION SIMPLE,OTROS MODELOS TRACCION SIMPLE,"82,420","74,180","65,940"
CAMIONETAS,SEAT,OTROS MODELOS TRACCION DOBLE,OTROS MODELOS TRACCION DOBLE,"84,150","75,740","67,320"
CAMIONETAS,SEAT,OTROS MODELOS,OTROS MODELOS,"117,540","105,790","94,030"
CAMIONETAS,SHINERAY,750LI,750LI,"36,980","33,280","29,580"
CAMIONETAS,SHINERAY,750LI FULL,750LI FULL,"43,550","39,200","34,840"
CAMIONETAS,SHINERAY,750LI LUXURY,750LI LUXURY,"44,500","40,050","35,600"
CAMIONETAS,SHINERAY,750LI SEMIFULL,750LI SEMIFULL,"40,020","36,020","32,020"
CAMIONETAS,SHINERAY,750LI STANDARD,750LI STANDARD,"36,660","32,990","29,330"
CAMIONETAS,SHINERAY,ANDINA 8 1.3,ANDINA 8 1.3,"38,610","34,750","30,890"
CAMIONETAS,SHINERAY,CARGO 1.0,CARGO 1.0,"27,480","24,730","21,980"
CAMIONETAS,SHINERAY,CHAVIN 8 B 1.0,CHAVIN 8 B 1.0,"29,440","26,500","23,550"
CAMIONETAS,SHINERAY,FURGON 1.0,FURGON 1.0,"27,800","25,020","22,240"
CAMIONETAS,SHINERAY,PICK UP 1.0,PICK UP 1.0,"27,130","24,420","21,700"
CAMIONETAS,SHINERAY,SY6390 CARGA,SY6390 CARGA,"24,560","22,100","19,650"
CAMIONETAS,SHINERAY,SY6390 PASAJERO,SY6390 PASAJERO,"26,190","23,570","20,950"
CAMIONETAS,SHINERAY,T30 MINI TRUCK,T30 MINI TRUCK,"34,320","30,890","27,460"
CAMIONETAS,SHINERAY,T32 MINI TRUCK,T32 MINI TRUCK,"38,660","34,790","30,930"
CAMIONETAS,SHINERAY,T50 MINI TRUCK,T50 MINI TRUCK,"34,990","31,490","27,990"
CAMIONETAS,SHINERAY,T52 MINI TRUCK,T52 MINI TRUCK,"40,380","36,340","32,300"
CAMIONETAS,SHINERAY,X30,X30,"26,940","24,250","21,550"
CAMIONETAS,SHINERAY,X30 CARGO VAN FULL,X30 CARGO VAN FULL,"33,640","30,280","26,910"
CAMIONETAS,SHINERAY,X30 CARGO VAN STANDARD,X30 CARGO VAN STANDARD,"27,220","24,500","21,780"
CAMIONETAS,SHINERAY,X30 CARGO VAN STANDARD FULL,X30 CARGO VAN STANDARD FULL,"31,940","28,750","25,550"
CAMIONETAS,SHINERAY,X30 FULL,X30 FULL,"40,720","36,650","32,580"
CAMIONETAS,SHINERAY,X30 PASSENGER VAN 4X2 1.5 MT 8AS SEMIFULL,X30 PASSENGER VAN 4X2 1.5 MT 8AS SEMIFULL,"36,000","32,400","28,800"
CAMIONETAS,SHINERAY,X30 PASSENGER VAN FULL,X30 PASSENGER VAN FULL,"39,030","35,130","31,220"
CAMIONETAS,SHINERAY,X30 PASSENGER VAN STANDARD,X30 PASSENGER VAN STANDARD,"32,970","29,670","26,380"
CAMIONETAS,SHINERAY,X30 PASSENGER VAN STANDARD A/C,X30 PASSENGER VAN STANDARD A/C,"28,210","25,390","22,570"
CAMIONETAS,SHINERAY,X30L,X30L,"39,430","35,490","31,540"
CAMIONETAS,SHINERAY,X30L PASSENGER VAN STANDARD,X30L PASSENGER VAN STANDARD,"35,330","31,800","28,260"
CAMIONETAS,SHINERAY,X30L PASSENGER VAN STANDARD A/C,X30L PASSENGER VAN STANDARD A/C,"42,400","38,160","33,920"
CAMIONETAS,SHINERAY,,X30LS CARGO VAN FULL,"45,100","40,590","36,080"
CAMIONETAS,SHINERAY,OTROS MODELOS TRACCION SIMPLE,OTROS MODELOS TRACCION SIMPLE,"36,330","32,700","29,060"
CAMIONETAS,SHINERAY,OTROS MODELOS,OTROS MODELOS,"29,440","26,500","23,550"
CAMIONETAS,SINOTRUK,ZZ1048C2813D145,ZZ1048C2813D145,"48,480","43,630","38,780"
CAMIONETAS,SINOTRUK,ZZ1168D2813D145,ZZ1168D2813D145,"49,110","44,200","39,290"
CAMIONETAS,SINOTRUK,ZZ1168D3414D145,ZZ1168D3414D145,"54,350","48,920","43,480"
CAMIONETAS,SINOTRUK,OTROS MODELOS TRACCION SIMPLE,OTROS MODELOS TRACCION SIMPLE,"51,420","46,280","41,140"
CAMIONETAS,SINOTRUK,OTROS MODELOS,OTROS MODELOS,"49,110","44,200","39,290"
CAMIONETAS,SKODA,YETI AMBITION 4WD 1.8 TSI,YETI AMBITION 4WD 1.8 TSI,"98,120","88,310","78,500"
CAMIONETAS,SKODA,YETI ELEGANCE 4WD 1.8 TSI,YETI ELEGANCE 4WD 1.8 TSI,"103,930","93,540","83,140"
CAMIONETAS,SKODA,YETI EXPERIENCE 1.8 TSI,YETI EXPERIENCE 1.8 TSI,"103,930","93,540","83,140"
CAMIONETAS,SKODA,OTROS MODELOS TRACCION DOBLE,OTROS MODELOS TRACCION DOBLE,"101,020","90,920","80,820"
CAMIONETAS,SKODA,OTROS MODELOS,OTROS MODELOS,"103,930","93,540","83,140"
CAMIONETAS,SOUESAST,C1,C1,"32,710","29,440","26,170"
CAMIONETAS,SOUESAST,DX3,DX3,"51,830","46,650","41,460"
CAMIONETAS,SOUESAST,DX3 1.5L 5 MT CONFORT,DX3 1.5L 5 MT CONFORT,"47,540","42,790","38,030"
CAMIONETAS,SOUESAST,DX3 1.5L 5MT,DX3 1.5L 5MT,"47,110","42,400","37,690"
CAMIONETAS,SOUESAST,DX3 1.5L 5MT FULL,DX3 1.5L 5MT FULL,"49,080","44,170","39,260"
CAMIONETAS,SOUESAST,DX3 1.5T CVT,DX3 1.5T CVT,"59,880","53,890","47,900"
CAMIONETAS,SOUESAST,DX3 1.5T CVT FULL,DX3 1.5T CVT FULL,"56,620","50,960","45,300"
CAMIONETAS,SOUESAST,DX3 1.5T MT,DX3 1.5T MT,"62,560","56,300","50,050"
CAMIONETAS,SOUESAST,DX3 1.5T MT FULL,DX3 1.5T MT FULL,"49,080","44,170","39,260"
CAMIONETAS,SOUESAST,DX3 1.5T MT FULL SRG,DX3 1.5T MT FULL SRG,"58,530","52,680","46,820"
CAMIONETAS,SOUESAST,DX7 1.5T AT,DX7 1.5T AT,"55,770","50,190","44,620"
CAMIONETAS,SOUESAST,DX7 1.5T AT CONFORT,DX7 1.5T AT CONFORT,"63,280","56,950","50,620"
CAMIONETAS,SOUESAST,DX7 1.5T AT FULL,DX7 1.5T AT FULL,"76,080","68,470","60,860"
CAMIONETAS,SOUESAST,DX7 1.5T AT FULL PREMIUM,DX7 1.5T AT FULL PREMIUM,"47,300","42,570","37,840"
CAMIONETAS,SOUESAST,DX7 1.5T AT PRIME,DX7 1.5T AT PRIME,"75,360","67,820","60,290"
CAMIONETAS,SOUESAST,DX7 1.5T AT SEMIFULL,DX7 1.5T AT SEMIFULL,"65,450","58,910","52,360"
CAMIONETAS,SOUESAST,DX7 1.5T MT,DX7 1.5T MT,"63,900","57,510","51,120"
CAMIONETAS,SOUESAST,DX7 1.5T MT FULL,DX7 1.5T MT FULL,"68,960","62,060","55,170"
CAMIONETAS,SOUESAST,DX7 1.5T MT SEMIFULL,DX7 1.5T MT SEMIFULL,"70,690","63,620","56,550"
CAMIONETAS,SOUESAST,DX7 PRIME 1.5T AT CONFORT,DX7 PRIME 1.5T AT CONFORT,"75,020","67,520","60,020"
CAMIONETAS,SOUESAST,DX7 PRIME 1.5T AT FULL PREMIUM,DX7 PRIME 1.5T AT FULL PREMIUM,"77,460","69,710","61,970"
CAMIONETAS,SOUESAST,DX7 PRIME 1.5T MT CONFORT,DX7 PRIME 1.5T MT CONFORT,"67,310","60,580","53,850"
CAMIONETAS,SOUESAST,DX8S 4X2 1.5T DCT,DX8S 4X2 1.5T DCT,"65,980","59,380","52,780"
CAMIONETAS,SOUESAST,OTROS MODELOS TRACCION SIMPLE,OTROS MODELOS TRACCION SIMPLE,"59,880","53,890","47,900"
CAMIONETAS,SOUESAST,OTROS MODELOS,OTROS MODELOS,"63,230","56,910","50,580"
CAMIONETAS,SSANGYONG,ACTYON 4X2 2.3,ACTYON 4X2 2.3,"68,720","61,850","54,980"
CAMIONETAS,SSANGYONG,ACTYON A200 4X4 MEC.,ACTYON A200 4X4 MEC.,"88,370","79,530","70,700"
CAMIONETAS,SSANGYONG,ACTYON A200 XDI 4X2 MEC.,ACTYON A200 XDI 4X2 MEC.,"75,270","67,740","60,220"
CAMIONETAS,SSANGYONG,ACTYON A200 XDI 4X4 MT,ACTYON A200 XDI 4X4 MT,"81,820","73,640","65,460"
CAMIONETAS,SSANGYONG,ACTYON A230 2WD AUT.,ACTYON A230 2WD AUT.,"65,480","58,930","52,380"
CAMIONETAS,SSANGYONG,ACTYON A230 4X2 MEC.,ACTYON A230 4X2 MEC.,"60,570","54,510","48,460"
CAMIONETAS,SSANGYONG,ACTYON A230 4X4 AUT.,ACTYON A230 4X4 AUT.,"68,720","61,850","54,980"
CAMIONETAS,SSANGYONG,ACTYON AUT.,ACTYON AUT.,"91,640","82,480","73,310"
CAMIONETAS,SSANGYONG,ACTYON G 4X2 2.3 MEC AC,ACTYON G 4X2 2.3 MEC AC,"68,720","61,850","54,980"
CAMIONETAS,SSANGYONG,ACTYON MEC.,ACTYON MEC.,"88,370","79,530","70,700"
CAMIONETAS,SSANGYONG,ACTYON SP MEC,ACTYON SP MEC,"81,530","73,380","65,220"
CAMIONETAS,SSANGYONG,ACTYON SPORTS,ACTYON SPORTS,"69,410","62,470","55,530"
CAMIONETAS,SSANGYONG,ACTYON SPORTS 4X4 2.0D MEC,ACTYON SPORTS 4X4 2.0D MEC,"81,820","73,640","65,460"
CAMIONETAS,SSANGYONG,ACTYON SPORTS 4X4 AT,ACTYON SPORTS 4X4 AT,"88,370","79,530","70,700"
CAMIONETAS,SSANGYONG,ACTYON SPORTS 4X4 MT,ACTYON SPORTS 4X4 MT,"81,820","73,640","65,460"
CAMIONETAS,SSANGYONG,ACTYON SPORTS A200S 4X2 MT,ACTYON SPORTS A200S 4X2 MT,"78,550","70,700","62,840"
CAMIONETAS,SSANGYONG,ACTYON SPORTS A200S XDI 4X4 MEC.,ACTYON SPORTS A200S XDI 4X4 MEC.,"81,820","73,640","65,460"
CAMIONETAS,SSANGYONG,ACTYON SPORTS AUT 2.0D 4X4,ACTYON SPORTS AUT 2.0D 4X4,"76,410","68,770","61,130"
CAMIONETAS,SSANGYONG,ACTYON SPORTS XDI 2.0,ACTYON SPORTS XDI 2.0,"85,100","76,590","68,080"
CAMIONETAS,SSANGYONG,ACTYON SUV 2WD 2.3,ACTYON SUV 2WD 2.3,"68,720","61,850","54,980"
CAMIONETAS,SSANGYONG,ACTYON XDI 2.0 AUT.,ACTYON XDI 2.0 AUT.,"91,640","82,480","73,310"
CAMIONETAS,SSANGYONG,ACTYON XDI 2.0 MT,ACTYON XDI 2.0 MT,"81,820","73,640","65,460"
CAMIONETAS,SSANGYONG,ACTYON XDI 2WD 2.0,ACTYON XDI 2WD 2.0,"81,820","73,640","65,460"
CAMIONETAS,SSANGYONG,ACTYON XDI 4WD 2.0,ACTYON XDI 4WD 2.0,"88,370","79,530","70,700"
CAMIONETAS,SSANGYONG,ALL NEW KORANDO AUT 1.5G 4X2 FULL,ALL NEW KORANDO AUT 1.5G 4X2 FULL,"73,190","65,870","58,550"
CAMIONETAS,SSANGYONG,ALL NEW KORANDO AUT 1.5G 4X2 LIMITED,ALL NEW KORANDO AUT 1.5G 4X2 LIMITED,"99,240","89,320","79,390"
CAMIONETAS,SSANGYONG,"ALL NEW KORANDO AUT 1.5G 4X2, DLX","ALL NEW KORANDO AUT 1.5G 4X2, DLX","76,130","68,520","60,900"
CAMIONETAS,SSANGYONG,"ALL NEW KORANDO MEC 1.5G 4X2, DLX","ALL NEW KORANDO MEC 1.5G 4X2, DLX","75,700","68,130","60,560"
CAMIONETAS,SSANGYONG,"ALL NEW KORANDO MEC 1.5G 4X2, FULL","ALL NEW KORANDO MEC 1.5G 4X2, FULL","65,250","58,730","52,200"
CAMIONETAS,SSANGYONG,ALL NEW MUSSO SHORT AUT 4X2,ALL NEW MUSSO SHORT AUT 4X2,"82,490","74,240","65,990"
CAMIONETAS,SSANGYONG,ALL NEW MUSSO SHORT AUT 4X4,ALL NEW MUSSO SHORT AUT 4X4,"89,810","80,830","71,850"
CAMIONETAS,SSANGYONG,ALL NEW MUSSO SHORT AUT 4X4 LIMITED,ALL NEW MUSSO SHORT AUT 4X4 LIMITED,"106,060","95,450","84,850"
CAMIONETAS,SSANGYONG,ALL NEW MUSSO SHORT MEC 4X2,ALL NEW MUSSO SHORT MEC 4X2,"80,730","72,660","64,580"
CAMIONETAS,SSANGYONG,ALL NEW MUSSO AUT 2.2D 4X2,ALL NEW MUSSO AUT 2.2D 4X2,"82,080","73,870","65,660"
CAMIONETAS,SSANGYONG,ALL NEW MUSSO AUT 2.2D 4X4,ALL NEW MUSSO AUT 2.2D 4X4,"84,130","75,720","67,300"
CAMIONETAS,SSANGYONG,ALL NEW MUSSO AUT 2.2D 4X4 LIMITED,ALL NEW MUSSO AUT 2.2D 4X4 LIMITED,"95,990","86,390","76,790"
CAMIONETAS,SSANGYONG,ALL NEW MUSSO GRAND MEC 2.2D 4X4,ALL NEW MUSSO GRAND MEC 2.2D 4X4,"81,610","73,450","65,290"
CAMIONETAS,SSANGYONG,ALL NEW MUSSO MEC 2.2D 4X2,ALL NEW MUSSO MEC 2.2D 4X2,"72,320","65,090","57,860"
CAMIONETAS,SSANGYONG,ALL NEW REXTON 4X2 2.2 AT DELUXE,ALL NEW REXTON 4X2 2.2 AT DELUXE,"137,980","124,180","110,380"
CAMIONETAS,SSANGYONG,ALL NEW REXTON AUT 2.0G 4X2 DLX,ALL NEW REXTON AUT 2.0G 4X2 DLX,"120,300","108,270","96,240"
CAMIONETAS,SSANGYONG,ALL NEW REXTON AUT 2.0G 4X2 FULL,ALL NEW REXTON AUT 2.0G 4X2 FULL,"96,240","86,620","76,990"
CAMIONETAS,SSANGYONG,ALL NEW REXTON AUT 2.0G 4X4 LIMITED,ALL NEW REXTON AUT 2.0G 4X4 LIMITED,"129,670","116,700","103,740"
CAMIONETAS,SSANGYONG,ALL NEW REXTON AUT 2.2D 4X2 FULL,ALL NEW REXTON AUT 2.2D 4X2 FULL,"128,720","115,850","102,980"
CAMIONETAS,SSANGYONG,ALL NEW REXTON MEC 2.0G 4X2 DLX,ALL NEW REXTON MEC 2.0G 4X2 DLX,"97,140","87,430","77,710"
CAMIONETAS,SSANGYONG,ALL NEW REXTON MEC 2.0G 4X2 FULL,ALL NEW REXTON MEC 2.0G 4X2 FULL,"95,880","86,290","76,700"
CAMIONETAS,SSANGYONG,KORANDO,KORANDO,"62,260","56,030","49,810"
CAMIONETAS,SSANGYONG,KORANDO 2.3 TDI,KORANDO 2.3 TDI,"75,270","67,740","60,220"
CAMIONETAS,SSANGYONG,KORANDO 2.9 TDI,KORANDO 2.9 TDI,"75,270","67,740","60,220"
CAMIONETAS,SSANGYONG,KORANDO 2WD AT,KORANDO 2WD AT,"54,160","48,740","43,330"
CAMIONETAS,SSANGYONG,KORANDO 2WD MT,KORANDO 2WD MT,"44,770","40,290","35,820"
CAMIONETAS,SSANGYONG,KORANDO 4WD AT,KORANDO 4WD AT,"88,370","79,530","70,700"
CAMIONETAS,SSANGYONG,KORANDO AUT 1.5G 4X2,KORANDO AUT 1.5G 4X2,"74,030","66,630","59,220"
CAMIONETAS,SSANGYONG,KORANDO AUT 1.5G 4X2 DLX,KORANDO AUT 1.5G 4X2 DLX,"55,580","50,020","44,460"
CAMIONETAS,SSANGYONG,KORANDO AUT 1.5G 4X2 FULL,KORANDO AUT 1.5G 4X2 FULL,"63,990","57,590","51,190"
CAMIONETAS,SSANGYONG,KORANDO AUT 1.5G 4X2 LTD,KORANDO AUT 1.5G 4X2 LTD,"95,200","85,680","76,160"
CAMIONETAS,SSANGYONG,KORANDO C 4X2 2.0 AT G,KORANDO C 4X2 2.0 AT G,"75,270","67,740","60,220"
CAMIONETAS,SSANGYONG,KORANDO C 4X2 2.0 MT G,KORANDO C 4X2 2.0 MT G,"67,080","60,370","53,660"
CAMIONETAS,SSANGYONG,KORANDO C 4X2 S 2.0G MEC,KORANDO C 4X2 S 2.0G MEC,"70,360","63,320","56,290"
CAMIONETAS,SSANGYONG,KORANDO C 4X4 2.0 MT G,KORANDO C 4X4 2.0 MT G,"70,360","63,320","56,290"
CAMIONETAS,SSANGYONG,KORANDO C MEC 2.0 XDI,KORANDO C MEC 2.0 XDI,"78,550","70,700","62,840"
CAMIONETAS,SSANGYONG,KORANDO C MEC 2.0 XDI 4X2,KORANDO C MEC 2.0 XDI 4X2,"71,380","64,240","57,100"
CAMIONETAS,SSANGYONG,KORANDO C STANDARD 2.0 MEC.,KORANDO C STANDARD 2.0 MEC.,"83,490","75,140","66,790"
CAMIONETAS,SSANGYONG,KORANDO MEC 1.5G 4X2,KORANDO MEC 1.5G 4X2,"63,800","57,420","51,040"
CAMIONETAS,SSANGYONG,KORANDO MEC 1.5G 4X2 DLX,KORANDO MEC 1.5G 4X2 DLX,"63,950","57,560","51,160"
CAMIONETAS,SSANGYONG,KORANDO MEC 1.5G 4X2 FULL,KORANDO MEC 1.5G 4X2 FULL,"50,520","45,470","40,420"
CAMIONETAS,SSANGYONG,KORANDO STD. 2WD MT,KORANDO STD. 2WD MT,"73,640","66,280","58,910"
CAMIONETAS,SSANGYONG,KYRON 4X2 2.3G MEC.,KYRON 4X2 2.3G MEC.,"72,000","64,800","57,600"
CAMIONETAS,SSANGYONG,KYRON CRDI 2.0,KYRON CRDI 2.0,"101,470","91,320","81,180"
CAMIONETAS,SSANGYONG,KYRON CRDI 2.0 AUT.,KYRON CRDI 2.0 AUT.,"114,570","103,110","91,660"
CAMIONETAS,SSANGYONG,KYRON CRDI 2.0 MT,KYRON CRDI 2.0 MT,"101,470","91,320","81,180"
CAMIONETAS,SSANGYONG,KYRON G 2WD 2.3,KYRON G 2WD 2.3,"81,820","73,640","65,460"
CAMIONETAS,SSANGYONG,KYRON K200 XDI 4X4 AT,KYRON K200 XDI 4X4 AT,"98,190","88,370","78,550"
CAMIONETAS,SSANGYONG,KYRON K200 XDI 4X4 MT,KYRON K200 XDI 4X4 MT,"91,640","82,480","73,310"
CAMIONETAS,SSANGYONG,KYRON K230 4X4 AUT.,KYRON K230 4X4 AUT.,"81,820","73,640","65,460"
CAMIONETAS,SSANGYONG,KYRON K230 4X4 MEC.,KYRON K230 4X4 MEC.,"75,270","67,740","60,220"
CAMIONETAS,SSANGYONG,KYRON KX 4X2 2.3 AUT.,KYRON KX 4X2 2.3 AUT.,"91,640","82,480","73,310"
